idx,section,compte,intitule,date,piece,jnl,libelle,debit,credit,solde,lettrage,page
1463,GENERAUX,5120000,Banque Populaire,26/03/2026,W7MJMXM,BQ,VIR INST DE SARL WE FORM IK MARS SARL WE FORM STE,,402.63,47582.4,,41
1464,GENERAUX,5120000,Banque Populaire,26/03/2026,W7MJMYA,BQ,VIR INST DE SARL WE FORM SALAIRE MARS SARL WE FOR,,1870.98,45711.42,,41
1465,GENERAUX,5120000,Banque Populaire,26/03/2026,W7MJN0E,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE MARS SA,,1676.5,44034.92,,41
1466,GENERAUX,5120000,Banque Populaire,26/03/2026,W7MJN1J,BQ,VIR INST POUR JEQUIPE2 EQUIPEMENT EQUIPE SAL SARL,,388.32,43646.6,,41
1467,GENERAUX,5120000,Banque Populaire,26/03/2026,W7MJN1R,BQ,VIR INST POUR JEQUIPE2 EQUIPEMENT SEMINAIRE SARL,,2100.48,41546.12,,41
1468,GENERAUX,5120000,Banque Populaire,26/03/2026,W7MJN2D,BQ,VIR INST POUR ANTHONY GRANDCLEMENT IK + HOTEL PARI,,638.36,40907.76,,42
1469,GENERAUX,5120000,Banque Populaire,27/03/2026,5369699,BQ,EVI PAULINE ZEH,,2139.81,38767.95,,42
1470,GENERAUX,5120000,Banque Populaire,27/03/2026,5369740,BQ,EVI MLE OCEANE VIGNOLINI,,1329.96,37437.99,,42
1471,GENERAUX,5120000,Banque Populaire,27/03/2026,W7MOAZE,BQ,VIR INST DE SARL WE FORM FACTURE FORMATRICE SARL,,840.0,36597.99,,42
1472,GENERAUX,5120000,Banque Populaire,30/03/2026,3YZNCJW,BQ,EVI LIGUE REGIONALE AUVERGNE,12230.0,,48827.99,,42
1473,GENERAUX,5120000,Banque Populaire,31/03/2026,45LSNBJ,BQ,EVI SAS STADE ROCHELAIS,3850.0,,52677.99,,42
1474,GENERAUX,5120000,Banque Populaire,31/03/2026,,BQ,CARTE FACTURETTES CB,,3904.88,48773.11,,42
1475,GENERAUX,5120000,Banque Populaire,01/04/2026,0060741,BQ,FRAIS ACHAT ETRANGER DD,,0.31,48772.8,,42
1476,GENERAUX,5120000,Banque Populaire,01/04/2026,0060742,BQ,FRAIS ACHAT ETRANGER DD,,0.57,48772.23,,42
1477,GENERAUX,5120000,Banque Populaire,01/04/2026,0060743,BQ,FRAIS ACHAT ETRANGER DD,,0.21,48772.02,,42
1478,GENERAUX,5120000,Banque Populaire,01/04/2026,0060744,BQ,FRAIS ACHAT ETRANGER DD,,1.2,48770.82,,42
1479,GENERAUX,5120000,Banque Populaire,01/04/2026,0060745,BQ,FRAIS ACHAT ETRANGER DD,,5.94,48764.88,,42
1480,GENERAUX,5120000,Banque Populaire,01/04/2026,0060746,BQ,FRAIS ACHAT ETRANGER DD,,9.62,48755.26,,42
1481,GENERAUX,5120000,Banque Populaire,01/04/2026,0060747,BQ,FRAIS ACHAT ETRANGER DD,,0.14,48755.12,,42
1482,GENERAUX,5120000,Banque Populaire,01/04/2026,0060748,BQ,FRAIS ACHAT ETRANGER DD,,0.14,48754.98,,42
1483,GENERAUX,5120000,Banque Populaire,01/04/2026,0060749,BQ,FRAIS ACHAT ETRANGER DD,,0.32,48754.66,,42
1484,GENERAUX,5120000,Banque Populaire,01/04/2026,0060750,BQ,FRAIS ACHAT ETRANGER DD,,0.17,48754.49,,42
1485,GENERAUX,5120000,Banque Populaire,01/04/2026,0060751,BQ,FRAIS ACHAT ETRANGER DD,,1.43,48753.06,,42
1486,GENERAUX,5120000,Banque Populaire,01/04/2026,0060752,BQ,FRAIS ACHAT ETRANGER DD,,1.43,48751.63,,42
1487,GENERAUX,5120000,Banque Populaire,03/04/2026,0202C0G,BQ,PRLV ANTHROPIC - CONTRAT 000002367100,,1296.36,47455.27,,42
1488,GENERAUX,5120000,Banque Populaire,07/04/2026,0205NE0,BQ,PRLV SEPA AXA ASSURANCES IARD M,,50.69,47404.58,,42
1489,GENERAUX,5120000,Banque Populaire,07/04/2026,0205LUN,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,69.17,47335.41,,42
1490,GENERAUX,5120000,Banque Populaire,07/04/2026,0206F0I,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,145.63,47189.78,,42
1491,GENERAUX,5120000,Banque Populaire,08/04/2026,8976405,BQ,ECHEANCE PRET,,1695.4,45494.38,,42
1492,GENERAUX,5120000,Banque Populaire,08/04/2026,4H6IPCX,BQ,EVI AFDAS,6287.3,,51781.68,,42
1493,GENERAUX,5120000,Banque Populaire,08/04/2026,021EJY4,BQ,PRLV SEPA GC RE FILIZ,,108.0,51673.68,,42
1494,GENERAUX,5120000,Banque Populaire,09/04/2026,W7QFX4D,BQ,VIR INST DE SARL WE FORM RBRT FRAIS PC SARL WE FO,,500.0,51173.68,,42
1495,GENERAUX,5120000,Banque Populaire,09/04/2026,W7QFX78,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS MARS SARL WE,,893.34,50280.34,,42
1496,GENERAUX,5120000,Banque Populaire,09/04/2026,W7QFXC2,BQ,VIR INST POUR L'ECOLE POUR CELLES PRESTA FORMATEUR,,1500.0,48780.34,,42
1497,GENERAUX,5120000,Banque Populaire,09/04/2026,W7QFXDR,BQ,VIR INST POUR MELANIE MARGUIN FRAIS MARS SARL WE,,173.57,48606.77,,42
1498,GENERAUX,5120000,Banque Populaire,10/04/2026,02280B6,BQ,PRLV SEPA AGIPI-ADIS,,17.38,48589.39,,42
1499,GENERAUX,5120000,Banque Populaire,10/04/2026,022899F,BQ,PRLV SEPA AGIPI-ADIS,,77.3,48512.09,,42
1500,GENERAUX,5120000,Banque Populaire,10/04/2026,0202XMT,BQ,PRLV SEPA AXA,,46.06,48466.03,,42
1501,GENERAUX,5120000,Banque Populaire,13/04/2026,020GJLZ,BQ,PRLV SEPA BPCE VIE,,9.5,48456.53,,42
1502,GENERAUX,5120000,Banque Populaire,13/04/2026,020GG2X,BQ,PRLV SEPA BPCE VIE,,5.0,48451.53,,42
1503,GENERAUX,5120000,Banque Populaire,15/04/2026,W7RS79X,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS AVRIL SAR,,832.63,47618.9,,42
1504,GENERAUX,5120000,Banque Populaire,16/04/2026,023NMQ9,BQ,PRLV SEPA URSSAF RHONE ALPES,,1742.0,45876.9,,42
1505,GENERAUX,5120000,Banque Populaire,17/04/2026,4XMBIL8,BQ,RETRAIT CB,,20.0,45856.9,,42
1506,GENERAUX,5120000,Banque Populaire,18/04/2026,W7SEFTK,BQ,VIR INST POUR ANTHONY GRANDCLEMENT LOGICIEL IA APP,,963.18,44893.72,,42
1507,GENERAUX,5120000,Banque Populaire,20/04/2026,02401D6,BQ,PRLV SEPA AXA / SOGAREP,,342.02,44551.7,,42
1508,GENERAUX,5120000,Banque Populaire,21/04/2026,024BAP3,BQ,PRLV SEPA APICIL GESTION,,205.16,44346.54,,42
1509,GENERAUX,5120000,Banque Populaire,21/04/2026,W7SPUWD,BQ,VIR INST SEEDANCE - VIDEOS IA E-LEARNING,,763.93,43582.61,,42
1510,GENERAUX,5120000,Banque Populaire,21/04/2026,548GX1C,BQ,ANNUL.FACT.CB,15.0,,43597.61,,43
1511,GENERAUX,5120000,Banque Populaire,21/04/2026,548GX1D,BQ,ANNUL.FACT.CB,18.0,,43615.61,,43
1512,GENERAUX,5120000,Banque Populaire,23/04/2026,W7T4OMZ,BQ,VIR INST BOLTNEW - DEVELOPPEMENT APPLICATION,,753.6,42862.01,,43
1513,GENERAUX,5120000,Banque Populaire,23/04/2026,W7T4OR7,BQ,VIR INST POUR USBPA RUGBY PLACE FINAL WE- RUGBY / W,,720.0,42142.01,,43
1514,GENERAUX,5120000,Banque Populaire,23/04/2026,W7T4OS7,BQ,VIR INST POUR BBL HOLDING FORMATEUR SARL WE FORM,,1392.0,40750.01,,43
1515,GENERAUX,5120000,Banque Populaire,23/04/2026,W7T4OSP,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS AVRIL SA,,403.63,40346.38,,43
1516,GENERAUX,5120000,Banque Populaire,23/04/2026,W7T4OZO,BQ,VIR INST POUR DUTERTRE CARINE FORMATEUR MARS SARL,,800.0,39546.38,,43
1517,GENERAUX,5120000,Banque Populaire,24/04/2026,024Y6LC,BQ,PRLV SEPA GC RE A WORLD FOR US,,294.0,39252.38,,43
1518,GENERAUX,5120000,Banque Populaire,25/04/2026,0025987,BQ,COTIS RYTHMEO,,47.56,39204.82,,43
1519,GENERAUX,5120000,Banque Populaire,27/04/2026,0254III,BQ,PRLV SEPA APICIL GESTION,,339.77,38865.05,,43
1520,GENERAUX,5120000,Banque Populaire,30/04/2026,W7ULA6C,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE AVRIL S,,1676.5,37188.55,,43
1521,GENERAUX,5120000,Banque Populaire,30/04/2026,W7ULA6G,BQ,VIR INST POUR MLE OCEANE VIGNOLINI SALAIRE AVRIL S,,1704.95,35483.6,,43
1522,GENERAUX,5120000,Banque Populaire,30/04/2026,W7ULA6J,BQ,VIR INST POUR MELANIE MARGUIN SALAIRE AVRIL SARL,,1870.98,33612.62,,43
1523,GENERAUX,5120000,Banque Populaire,30/04/2026,W7ULA6M,BQ,VIR INST POUR PAULINE ZEH SALAIRE AVRIL SARL WE F,,2139.81,31472.81,,43
1524,GENERAUX,5120000,Banque Populaire,30/04/2026,,BQ,CARTE FACTURETTES CB,,3318.03,28154.78,,43
1525,GENERAUX,5120000,Banque Populaire,01/05/2026,0067874,BQ,FRAIS ACHAT ETRANGER DD,,0.18,28154.6,,43
1526,GENERAUX,5120000,Banque Populaire,01/05/2026,0067875,BQ,FRAIS ACHAT ETRANGER DD,,0.21,28154.39,,43
1527,GENERAUX,5120000,Banque Populaire,01/05/2026,0067876,BQ,FRAIS ACHAT ETRANGER DD,,1.16,28153.23,,43
1528,GENERAUX,5120000,Banque Populaire,01/05/2026,0067877,BQ,FRAIS ACHAT ETRANGER DD,,9.62,28143.61,,43
1529,GENERAUX,5120000,Banque Populaire,01/05/2026,0067878,BQ,FRAIS ACHAT ETRANGER DD,,0.68,28142.93,,43
1530,GENERAUX,5120000,Banque Populaire,01/05/2026,0067879,BQ,FRAIS ACHAT ETRANGER DD,,0.09,28142.84,,43
1531,GENERAUX,5120000,Banque Populaire,01/05/2026,0067880,BQ,FRAIS ACHAT ETRANGER DD,,0.46,28142.38,,43
1532,GENERAUX,5120000,Banque Populaire,01/05/2026,0067881,BQ,FRAIS ACHAT ETRANGER DD,,0.7,28141.68,,43
1533,GENERAUX,5120000,Banque Populaire,01/05/2026,0067882,BQ,FRAIS ACHAT ETRANGER DD,,2.14,28139.54,,43
1534,GENERAUX,5120000,Banque Populaire,01/05/2026,0067883,BQ,FRAIS ACHAT ETRANGER DD,,5.94,28133.6,,43
1535,GENERAUX,5120000,Banque Populaire,01/05/2026,0067884,BQ,FRAIS ACHAT ETRANGER DD,,0.37,28133.23,,43
1536,GENERAUX,5120000,Banque Populaire,01/05/2026,0067885,BQ,FRAIS ACHAT ETRANGER DD,,0.49,28132.74,,43
1537,GENERAUX,5120000,Banque Populaire,03/05/2026,W7VDKPY,BQ,VIR INST POUR ANTONIN GONZALEZ PRESTA COMMUNICATIO,,2000.0,26132.74,,43
1538,GENERAUX,5120000,Banque Populaire,03/05/2026,W7VDNR3,BQ,VIR INST POUR SARL IMPAAKT SITE INTERNET SARL WE,,3111.0,23021.74,,43
1539,GENERAUX,5120000,Banque Populaire,03/05/2026,W7VDNRI,BQ,VIR INST POUR SARL IMPAAKT SITE WE RUGBY SARL WE,,696.0,22325.74,,43
1540,GENERAUX,5120000,Banque Populaire,03/05/2026,W7VDNRY,BQ,VIR INST POUR CAMILLE BOURRIER TEMPLATE RS SARL W,,400.0,21925.74,,43
1541,GENERAUX,5120000,Banque Populaire,04/05/2026,W7VDQE8,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL PC - PORTAB -,,1746.44,20179.3,,43
1542,GENERAUX,5120000,Banque Populaire,04/05/2026,W7VDQFJ,BQ,VIR INST POUR SAS MAISON DE LA RTISSE REPAS SEMINA,,1800.0,18379.3,,43
1543,GENERAUX,5120000,Banque Populaire,05/05/2026,027C399,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,69.17,18310.13,,43
1544,GENERAUX,5120000,Banque Populaire,05/05/2026,027C03L,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,145.63,18164.5,,43
1545,GENERAUX,5120000,Banque Populaire,05/05/2026,027C1EB,BQ,PRLV SEPA AXA ASSURANCES IARD M,,50.69,18113.81,,43
1546,GENERAUX,5120000,Banque Populaire,06/05/2026,8976405,BQ,ECHEANCE PRET,,1695.4,16418.41,,43
1547,GENERAUX,5120000,Banque Populaire,06/05/2026,02841RC,BQ,PRLV SEPA URSSAF RHONE ALPES,,1.0,16417.41,,43
1548,GENERAUX,5120000,Banque Populaire,06/05/2026,02842J3,BQ,PRLV SEPA URSSAF RHONE ALPES,,382.0,16035.41,,44
1549,GENERAUX,5120000,Banque Populaire,06/05/2026,02841ZR,BQ,PRLV SEPA URSSAF RHONE ALPES,,382.0,15653.41,,44
1550,GENERAUX,5120000,Banque Populaire,06/05/2026,W7WVZSL,BQ,VIR INST DE SARL WE FORM PRESTA MAGICIEN SEMINAIRE,,720.0,14933.41,,44
1551,GENERAUX,5120000,Banque Populaire,07/05/2026,W7X4ZL0,BQ,VIR INST DE SARL WE FORM RBRT PC STAGIAIRE SARL W,,449.99,14483.42,,44
1552,GENERAUX,5120000,Banque Populaire,08/05/2026,028YIR7,BQ,PRLV SEPA GC RE FILIZ,,60.0,14423.42,,44
1553,GENERAUX,5120000,Banque Populaire,11/05/2026,0298ONC,BQ,PRLV SEPA AXA,,46.06,14377.36,,44
1554,GENERAUX,5120000,Banque Populaire,11/05/2026,0299NVO,BQ,PRLV SEPA AGIPI-ADIS,,17.38,14359.98,,44
1555,GENERAUX,5120000,Banque Populaire,11/05/2026,0299WTJ,BQ,PRLV SEPA AGIPI-ADIS,,77.3,14282.68,,44
1556,GENERAUX,5120000,Banque Populaire,12/05/2026,W7Y5C79,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS IK SARL,,863.53,13419.15,,44
1557,GENERAUX,5120000,Banque Populaire,12/05/2026,W7YF82D,BQ,VIR INST POUR DUTERTRE CARINE FACTURE AVRIL SARL,,800.0,12619.15,,44
1558,GENERAUX,5120000,Banque Populaire,12/05/2026,W7YF84G,BQ,VIR INST POUR L'ECOLE POUR CELLES FACTURE FORMATEU,,1325.0,11294.15,,44
1559,GENERAUX,5120000,Banque Populaire,13/05/2026,7035311,BQ,EVI PAULINE ZEH,,85.79,11208.36,,44
1560,GENERAUX,5120000,Banque Populaire,13/05/2026,0285MJC,BQ,PRLV SEPA BPCE VIE,,9.5,11198.86,,44
1561,GENERAUX,5120000,Banque Populaire,13/05/2026,0285NG8,BQ,PRLV SEPA BPCE VIE,,5.0,11193.86,,44
1562,GENERAUX,5120000,Banque Populaire,13/05/2026,64PVW1F,BQ,EVI SA STADE AURILLACOIS,1500.0,,12693.86,,44
1563,GENERAUX,5120000,Banque Populaire,16/05/2026,W7Z3WIQ,BQ,VIR INST POUR PIERRICK MALLET FORMATEUR MAI SARL,,680.0,12013.86,,44
1564,GENERAUX,5120000,Banque Populaire,16/05/2026,W7Z3WKS,BQ,VIR INST POUR MOB COWORKING LOCATION JURY SARL WE,,3260.0,8753.86,,44
1565,GENERAUX,5120000,Banque Populaire,16/05/2026,W7Z3WLB,BQ,VIR INST POUR PIERRICK MALLET FORMATEUR AVRIL SARL,,700.0,8053.86,,44
1566,GENERAUX,5120000,Banque Populaire,16/05/2026,W7Z3WM1,BQ,VIR INST HEYGEN - ABONNEMENT IA (SITE & VIDEOS),,1150.0,6903.86,,44
1567,GENERAUX,5120000,Banque Populaire,18/05/2026,02AQ6I4,BQ,PRLV SEPA URSSAF RHONE ALPES UR 827000002193858145,,1813.0,5090.86,,44
1568,GENERAUX,5120000,Banque Populaire,22/05/2026,W8072YD,BQ,VIR INST JAAS 8X8 - ENREGISTREMENT / TRANSCRIPTION,,1093.39,3997.47,,44
1569,GENERAUX,5120000,Banque Populaire,25/05/2026,02BXBN4,BQ,PRLV SEPA GC RE A WORLD FOR US,,294.0,3703.47,,44
1570,GENERAUX,5120000,Banque Populaire,25/05/2026,6OKBMQD,BQ,EVI MME HOUVENAGHEL STEPHANI,15000.0,,18703.47,,44
1571,GENERAUX,5120000,Banque Populaire,26/05/2026,02C73KG,BQ,PRLV SEPA APICIL GESTION,,352.32,18351.15,,44
1572,GENERAUX,5120000,Banque Populaire,26/05/2026,W80KBC7,BQ,VIR INST DE SARL WE FORM REGUL - SIRET 943 534 3,,29.08,18322.07,,44
1573,GENERAUX,5120000,Banque Populaire,26/05/2026,W80LQ48,BQ,VIR INST DE SARL WE FORM PRESTATION D'INTERVENTION,,1372.92,16949.15,,44
1574,GENERAUX,5120000,Banque Populaire,27/05/2026,0013018,BQ,COTIS RYTHMEO,,47.56,16901.59,,44
1575,GENERAUX,5120000,Banque Populaire,27/05/2026,W80UC93,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE SARL W,,1676.5,15225.09,,44
1576,GENERAUX,5120000,Banque Populaire,27/05/2026,W80UCBC,BQ,VIR INST POUR MOB COWORKING MOB REPAS JURY SARL W,,1559.7,13665.39,,44
1577,GENERAUX,5120000,Banque Populaire,27/05/2026,W80UCD9,BQ,VIR INST POUR MLE OCEANE VIGNOLINI SOLDE DE TOUT C,,1126.31,12539.08,,44
1578,GENERAUX,5120000,Banque Populaire,27/05/2026,W80UCEM,BQ,VIR INST POUR MELANIE MARGUIN SALAIRE SARL WE FOR,,1870.98,10668.1,,44
1579,GENERAUX,5120000,Banque Populaire,27/05/2026,W80UCFR,BQ,VIR INST POUR PAULINE ZEH SALAIRE SARL WE FORM PA,,2139.81,8528.29,,44
1580,GENERAUX,5120000,Banque Populaire,27/05/2026,W80UCPO,BQ,VIR INST POUR SECOGEST COMPTABLE PRESTA SARL WE F,,2217.12,6311.17,,44
1581,GENERAUX,5120000,Banque Populaire,27/05/2026,W80UCSB,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL IK MAI SARL W,,409.63,5901.54,,44
1582,GENERAUX,5120000,Banque Populaire,29/05/2026,6TIYCZQ,BQ,EVI ASP AGENCE COMPTABLE,5847.13,,11748.67,,44
1583,GENERAUX,5120000,Banque Populaire,29/05/2026,7557628,BQ,EVI PRAT OLIVIER,,1668.0,10080.67,,44
1584,GENERAUX,5120000,Banque Populaire,29/05/2026,,BQ,CARTE FACTURETTES CB,,2702.13,7378.54,,45
1585,GENERAUX,5120000,Banque Populaire,30/05/2026,0045622,BQ,FRAIS ACHAT ETRANGER DD,,1.36,7377.18,,45
1586,GENERAUX,5120000,Banque Populaire,30/05/2026,0045623,BQ,FRAIS ACHAT ETRANGER DD,,0.28,7376.9,,45
1587,GENERAUX,5120000,Banque Populaire,30/05/2026,0045624,BQ,FRAIS ACHAT ETRANGER DD,,2.97,7373.93,,45
1588,GENERAUX,5120000,Banque Populaire,30/05/2026,0045625,BQ,FRAIS ACHAT ETRANGER DD,,1.13,7372.8,,45
1589,GENERAUX,5120000,Banque Populaire,30/05/2026,0045626,BQ,FRAIS ACHAT ETRANGER DD,,5.94,7366.86,,45
1590,GENERAUX,5120000,Banque Populaire,30/05/2026,0045612,BQ,FRAIS ACHAT ETRANGER DD,,5.94,7360.92,,45
1591,GENERAUX,5120000,Banque Populaire,30/05/2026,0045613,BQ,FRAIS ACHAT ETRANGER DD,,0.59,7360.33,,45
1592,GENERAUX,5120000,Banque Populaire,30/05/2026,0045614,BQ,FRAIS ACHAT ETRANGER DD,,1.26,7359.07,,45
1593,GENERAUX,5120000,Banque Populaire,30/05/2026,0045615,BQ,FRAIS ACHAT ETRANGER DD,,0.28,7358.79,,45
1594,GENERAUX,5120000,Banque Populaire,30/05/2026,0045616,BQ,FRAIS ACHAT ETRANGER DD,,0.6,7358.19,,45
1595,GENERAUX,5120000,Banque Populaire,30/05/2026,0045617,BQ,FRAIS ACHAT ETRANGER DD,,0.68,7357.51,,45
1596,GENERAUX,5120000,Banque Populaire,30/05/2026,0045618,BQ,FRAIS ACHAT ETRANGER DD,,4.68,7352.83,,45
1597,GENERAUX,5120000,Banque Populaire,30/05/2026,0045619,BQ,FRAIS ACHAT ETRANGER DD,,0.21,7352.62,,45
1598,GENERAUX,5120000,Banque Populaire,30/05/2026,0045620,BQ,FRAIS ACHAT ETRANGER DD,,1.18,7351.44,,45
1599,GENERAUX,5120000,Banque Populaire,30/05/2026,0045621,BQ,FRAIS ACHAT ETRANGER DD,,9.62,7341.82,,45
1600,GENERAUX,5120000,Banque Populaire,01/06/2026,6V6INQN,BQ,EVI AFDAS,3936.0,,11277.82,,45
1601,GENERAUX,5120000,Banque Populaire,01/06/2026,6V6K4WI,BQ,EVI A F D A S,30480.09,,41757.91,,45
1602,GENERAUX,5120000,Banque Populaire,02/06/2026,70555XT,BQ,EVI A F D A S,5100.0,,46857.91,,45
1603,GENERAUX,5120000,Banque Populaire,03/06/2026,W82Y1WL,BQ,VIR INST JAAS 8X8 - RETRANSMISSION,,963.63,45894.28,,45
1604,GENERAUX,5120000,Banque Populaire,03/06/2026,W82YE2P,BQ,VIR INST POUR AZIZ ZARGHOUNE JURY SARL WE FORM AZ,,430.0,45464.28,,45
1605,GENERAUX,5120000,Banque Populaire,03/06/2026,7800451,BQ,EVI MARION BERNARD,,812.91,44651.37,,45
1606,GENERAUX,5120000,Banque Populaire,03/06/2026,7800525,BQ,EVI ERIC TARPIN-LYONNET,,269.34,44382.03,,45
1607,GENERAUX,5120000,Banque Populaire,03/06/2026,W82YE8F,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS MAI SARL WE F,,851.85,43530.18,,45
1608,GENERAUX,5120000,Banque Populaire,03/06/2026,7800612,BQ,EVI PATRICE VUILLOT,,555.0,42975.18,,45
1609,GENERAUX,5120000,Banque Populaire,03/06/2026,7800681,BQ,EVI STEPHANIE CORNU,,186.89,42788.29,,45
1610,GENERAUX,5120000,Banque Populaire,03/06/2026,7803159,BQ,EVI NICOLAS BOURGEOIS,,294.8,42493.49,,45
1611,GENERAUX,5120000,Banque Populaire,03/06/2026,7803199,BQ,EVI MARIE-BLANCHE JARDRI,,300.0,42193.49,,45
1612,GENERAUX,5120000,Banque Populaire,03/06/2026,7803214,BQ,EVI AHMED MESGUI,,600.0,41593.49,,45
1613,GENERAUX,5120000,Banque Populaire,03/06/2026,7803237,BQ,EVI CHRISTELE CONIGLIANO,,284.5,41308.99,,45
1614,GENERAUX,5120000,Banque Populaire,03/06/2026,7803258,BQ,EVI NATHALIE LALANNE,,522.72,40786.27,,45
1615,GENERAUX,5120000,Banque Populaire,03/06/2026,7803280,BQ,EVI CEDRIC NION,,219.14,40567.13,,45
1616,GENERAUX,5120000,Banque Populaire,03/06/2026,7803294,BQ,EVI KAMEL AFRIT,,504.12,40063.01,,45
1617,GENERAUX,5120000,Banque Populaire,03/06/2026,7803311,BQ,EVI SOPHIANE DJELLOUL,,923.4,39139.61,,45
1618,GENERAUX,5120000,Banque Populaire,03/06/2026,7803342,BQ,EVI PASCAL TOULOUSE,,588.48,38551.13,,45
1619,GENERAUX,5120000,Banque Populaire,03/06/2026,7803356,BQ,EVI CHRISTIAN COTTIN,,277.37,38273.76,,45
1620,GENERAUX,5120000,Banque Populaire,03/06/2026,7803373,BQ,EVI EMILIE DOMITILE,,150.0,38123.76,,45
1621,GENERAUX,5120000,Banque Populaire,03/06/2026,7803389,BQ,EVI BERNARD BEUGNON,,748.61,37375.15,,45
1622,GENERAUX,5120000,Banque Populaire,03/06/2026,7803409,BQ,EVI CHRISTINE MAGNIN,,150.0,37225.15,,45
1623,GENERAUX,5120000,Banque Populaire,03/06/2026,7803440,BQ,EVI KAMEL BEGHIDJA,,436.73,36788.42,,45
1624,GENERAUX,5120000,Banque Populaire,03/06/2026,7803458,BQ,EVI GILLES BARTHE,,207.0,36581.42,,45
1625,GENERAUX,5120000,Banque Populaire,03/06/2026,7803495,BQ,EVI MATHIEU PARRY,,300.0,36281.42,,45
1626,GENERAUX,5120000,Banque Populaire,03/06/2026,7803522,BQ,EVI OPHELIE DANTI,,164.63,36116.79,,45
1627,GENERAUX,5120000,Banque Populaire,03/06/2026,W82Z6PI,BQ,VIR INST POUR EURL MLTN COMMUNICATION ACTION DE FO,,1438.0,34678.79,,45
1628,GENERAUX,5120000,Banque Populaire,03/06/2026,W82Z70H,BQ,VIR INST POUR ATHLETIC CLUB PARIS 15 DON MECENAT S,,1200.0,33478.79,,45
1629,GENERAUX,5120000,Banque Populaire,03/06/2026,W82Z75L,BQ,VIR INST POUR DUTERTRE CARINE FORMATEUR MAI SARL,,700.0,32778.79,,46
1630,GENERAUX,5120000,Banque Populaire,03/06/2026,W82Z76L,BQ,VIR INST POUR FC SAINT CLAUDE PRESTATION SARL WE,,4491.0,28287.79,,46
1631,GENERAUX,5120000,Banque Populaire,03/06/2026,W82Z77Y,BQ,VIR INST POUR MELANIE MARGUIN FRAIS MAI SARL WE F,,192.06,28095.73,,46
1632,GENERAUX,5120000,Banque Populaire,03/06/2026,W82Z78R,BQ,VIR INST POUR BAPTISTE DONIN SALAIRE MAI SARL WE,,523.69,27572.04,,46
1633,GENERAUX,5120000,Banque Populaire,04/06/2026,02ERUUF,BQ,PRLV SEPA GC RE FILIZ,,30.0,27542.04,,46
1634,GENERAUX,5120000,Banque Populaire,05/06/2026,753PKUS,BQ,EVI GOCARDLESS SAS,237.6,,27779.64,,46
1635,GENERAUX,5120000,Banque Populaire,05/06/2026,02F4H2J,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,72.89,27706.75,,46
1636,GENERAUX,5120000,Banque Populaire,05/06/2026,02F4GOJ,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,153.58,27553.17,,46
1637,GENERAUX,5120000,Banque Populaire,05/06/2026,02F55XS,BQ,PRLV SEPA AXA ASSURANCES IARD M,,50.69,27502.48,,46
1638,GENERAUX,5120000,Banque Populaire,06/06/2026,8976405,BQ,ECHEANCE PRET,,1695.4,25807.08,,46
1639,GENERAUX,5120000,Banque Populaire,08/06/2026,76R9C4B,BQ,EVI ASP AGENCE COMPTABLE,1249.98,,27057.06,,46
1640,GENERAUX,5120000,Banque Populaire,09/06/2026,02EDEKY,BQ,PRLV SEPA BPCE VIE,,10.5,27046.56,,46
1641,GENERAUX,5120000,Banque Populaire,09/06/2026,02EDFLO,BQ,PRLV SEPA BPCE VIE,,5.5,27041.06,,46
1642,GENERAUX,5120000,Banque Populaire,10/06/2026,02GLV0O,BQ,PRLV SEPA AGIPI-ADIS,,77.3,26963.76,,46
1643,GENERAUX,5120000,Banque Populaire,10/06/2026,02GM4N4,BQ,PRLV SEPA AGIPI-ADIS,,17.38,26946.38,,46
1644,GENERAUX,5120000,Banque Populaire,10/06/2026,02EMNLA,BQ,PRLV SEPA AXA,,46.06,26900.32,,46
1645,GENERAUX,5120000,Banque Populaire,15/06/2026,W86DEQY,BQ,VIR INST POUR BAPTISTE DONIN FRAIS MAI SARL WE FO,,418.2,26482.12,,46
1646,GENERAUX,5120000,Banque Populaire,15/06/2026,W86DES8,BQ,VIR INST POUR ADRIEN TIMOTEO FORMATEUR BPJEPS SARL,,3500.0,22982.12,,46
1647,GENERAUX,5120000,Banque Populaire,15/06/2026,W86DESO,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS JUIN SARL,,903.36,22078.76,,46
